Freq.	V(n009)
1.84926861897785e+002	(-4.38998684974792e-002dB,-2.38443779397074e+000°)
1.85353162341459e+002	(-4.39008690969355e-002dB,-2.38993450601070e+000°)
1.85780445509147e+002	(-4.39018743143791e-002dB,-2.39544388938626e+000°)
1.86208713666264e+002	(-4.39028841711012e-002dB,-2.40096597330867e+000°)
1.86637969083444e+002	(-4.39038986884785e-002dB,-2.40650078705634e+000°)
1.87068214036557e+002	(-4.39049178880592e-002dB,-2.41204835997530e+000°)
1.87499450806719e+002	(-4.39059417913820e-002dB,-2.41760872147939e+000°)
1.87931681680304e+002	(-4.39069704202151e-002dB,-2.42318190104985e+000°)
1.88364908948957e+002	(-4.39080037964227e-002dB,-2.42876792823632e+000°)
1.88799134909606e+002	(-4.39090419417586e-002dB,-2.43436683265628e+000°)
1.89234361864475e+002	(-4.39100848783334e-002dB,-2.43997864399565e+000°)
1.89670592121092e+002	(-4.39111326282593e-002dB,-2.44560339200867e+000°)
1.90107827992307e+002	(-4.39121852137207e-002dB,-2.45124110651829e+000°)
1.90546071796302e+002	(-4.39132426570101e-002dB,-2.45689181741612e+000°)
1.90985325856601e+002	(-4.39143049805649e-002dB,-2.46255555466276e+000°)
1.91425592502085e+002	(-4.39153722068832e-002dB,-2.46823234828781e+000°)
1.91866874067006e+002	(-4.39164443586601e-002dB,-2.47392222839013e+000°)
1.92309172890992e+002	(-4.39175214586119e-002dB,-2.47962522513796e+000°)
1.92752491319070e+002	(-4.39186035294676e-002dB,-2.48534136876912e+000°)
1.93196831701669e+002	(-4.39196905942557e-002dB,-2.49107068959114e+000°)
1.93642196394637e+002	(-4.39207826760105e-002dB,-2.49681321798142e+000°)
1.94088587759254e+002	(-4.39218797978362e-002dB,-2.50256898438734e+000°)
1.94536008162243e+002	(-4.39229819830549e-002dB,-2.50833801932654e+000°)
1.94984459975781e+002	(-4.39240892549744e-002dB,-2.51412035338694e+000°)
1.95433945577516e+002	(-4.39252016371486e-002dB,-2.51991601722714e+000°)
1.95884467350575e+002	(-4.39263191530674e-002dB,-2.52572504157620e+000°)
1.96336027683581e+002	(-4.39274418264787e-002dB,-2.53154745723414e+000°)
1.96788628970660e+002	(-4.39285696811408e-002dB,-2.53738329507208e+000°)
1.97242273611461e+002	(-4.39297027410179e-002dB,-2.54323258603211e+000°)
1.97696964011162e+002	(-4.39308410300321e-002dB,-2.54909536112780e+000°)
1.98152702580486e+002	(-4.39319845724451e-002dB,-2.55497165144417e+000°)
1.98609491735713e+002	(-4.39331333924021e-002dB,-2.56086148813791e+000°)
1.99067333898694e+002	(-4.39342875142587e-002dB,-2.56676490243753e+000°)
1.99526231496863e+002	(-4.39354469625103e-002dB,-2.57268192564359e+000°)
1.99986186963250e+002	(-4.39366117617459e-002dB,-2.57861258912870e+000°)
2.00447202736492e+002	(-4.39377819366451e-002dB,-2.58455692433795e+000°)
2.00909281260848e+002	(-4.39389575119861e-002dB,-2.59051496278877e+000°)
2.01372424986214e+002	(-4.39401385126897e-002dB,-2.59648673607132e+000°)
2.01836636368131e+002	(-4.39413249638822e-002dB,-2.60247227584863e+000°)
2.02301917867802e+002	(-4.39425168906008e-002dB,-2.60847161385671e+000°)
2.02768271952103e+002	(-4.39437143181462e-002dB,-2.61448478190463e+000°)
2.03235701093597e+002	(-4.39449172718900e-002dB,-2.62051181187497e+000°)
2.03704207770547e+002	(-4.39461257773686e-002dB,-2.62655273572368e+000°)
2.04173794466928e+002	(-4.39473398602163e-002dB,-2.63260758548038e+000°)
2.04644463672442e+002	(-4.39485595460925e-002dB,-2.63867639324865e+000°)
2.05116217882531e+002	(-4.39497848608972e-002dB,-2.64475919120597e+000°)
2.05589059598389e+002	(-4.39510158306147e-002dB,-2.65085601160406e+000°)
2.06062991326975e+002	(-4.39522524813241e-002dB,-2.65696688676899e+000°)
2.06538015581027e+002	(-4.39534948392443e-002dB,-2.66309184910133e+000°)
2.07014134879079e+002	(-4.39547429306679e-002dB,-2.66923093107634e+000°)
2.07491351745465e+002	(-4.39559967821452e-002dB,-2.67538416524422e+000°)
2.07969668710344e+002	(-4.39572564201288e-002dB,-2.68155158423012e+000°)
2.08449088309703e+002	(-4.39585218714559e-002dB,-2.68773322073447e+000°)
2.08929613085378e+002	(-4.39597931628535e-002dB,-2.69392910753307e+000°)
2.09411245585063e+002	(-4.39610703212722e-002dB,-2.70013927747733e+000°)
2.09893988362326e+002	(-4.39623533738645e-002dB,-2.70636376349426e+000°)
2.10377843976621e+002	(-4.39636423477528e-002dB,-2.71260259858695e+000°)
2.10862814993303e+002	(-4.39649372702765e-002dB,-2.71885581583448e+000°)
2.11348903983638e+002	(-4.39662381688809e-002dB,-2.72512344839220e+000°)
2.11836113524824e+002	(-4.39675450711381e-002dB,-2.73140552949194e+000°)
2.12324446199995e+002	(-4.39688580048182e-002dB,-2.73770209244206e+000°)
2.12813904598245e+002	(-4.39701769976512e-002dB,-2.74401317062782e+000°)
2.13304491314631e+002	(-4.39715020775923e-002dB,-2.75033879751140e+000°)
2.13796208950197e+002	(-4.39728332728293e-002dB,-2.75667900663212e+000°)
2.14289060111979e+002	(-4.39741706115441e-002dB,-2.76303383160661e+000°)
2.14783047413027e+002	(-4.39755141220332e-002dB,-2.76940330612901e+000°)
2.15278173472410e+002	(-4.39768638327789e-002dB,-2.77578746397118e+000°)
2.15774440915240e+002	(-4.39782197724897e-002dB,-2.78218633898275e+000°)
2.16271852372675e+002	(-4.39795819697460e-002dB,-2.78859996509154e+000°)
2.16770410481942e+002	(-4.39809504535702e-002dB,-2.79502837630341e+000°)
2.17270117886347e+002	(-4.39823252529063e-002dB,-2.80147160670275e+000°)
2.17770977235289e+002	(-4.39837063968921e-002dB,-2.80792969045252e+000°)
2.18272991184273e+002	(-4.39850939148042e-002dB,-2.81440266179431e+000°)
2.18776162394928e+002	(-4.39864878360557e-002dB,-2.82089055504889e+000°)
2.19280493535017e+002	(-4.39878881901722e-002dB,-2.82739340461595e+000°)
2.19785987278455e+002	(-4.39892950068993e-002dB,-2.83391124497455e+000°)
2.20292646305318e+002	(-4.39907083159645e-002dB,-2.84044411068324e+000°)
2.20800473301862e+002	(-4.39921281474061e-002dB,-2.84699203638027e+000°)
2.21309470960536e+002	(-4.39935545312781e-002dB,-2.85355505678376e+000°)
2.21819641979994e+002	(-4.39949874978304e-002dB,-2.86013320669179e+000°)
2.22330989065112e+002	(-4.39964270774213e-002dB,-2.86672652098276e+000°)
2.22843514927002e+002	(-4.39978733005411e-002dB,-2.87333503461542e+000°)
2.23357222283025e+002	(-4.39993261979263e-002dB,-2.87995878262917e+000°)
2.23872113856806e+002	(-4.40007858002833e-002dB,-2.88659780014409e+000°)
2.24388192378248e+002	(-4.40022521385812e-002dB,-2.89325212236137e+000°)
2.24905460583550e+002	(-4.40037252439540e-002dB,-2.89992178456326e+000°)
2.25423921215214e+002	(-4.40052051475126e-002dB,-2.90660682211335e+000°)
2.25943577022069e+002	(-4.40066918807067e-002dB,-2.91330727045685e+000°)
2.26464430759277e+002	(-4.40081854750476e-002dB,-2.92002316512057e+000°)
2.26986485188354e+002	(-4.40096859621405e-002dB,-2.92675454171333e+000°)
2.27509743077178e+002	(-4.40111933738579e-002dB,-2.93350143592597e+000°)
2.28034207200013e+002	(-4.40127077420629e-002dB,-2.94026388353168e+000°)
2.28559880337514e+002	(-4.40142290989395e-002dB,-2.94704192038610e+000°)
2.29086765276748e+002	(-4.40157574766842e-002dB,-2.95383558242743e+000°)
2.29614864811207e+002	(-4.40172929077329e-002dB,-2.96064490567691e+000°)
2.30144181740822e+002	(-4.40188354245798e-002dB,-2.96746992623872e+000°)
2.30674718871978e+002	(-4.40203850599226e-002dB,-2.97431068030028e+000°)
2.31206479017530e+002	(-4.40219418466201e-002dB,-2.98116720413252e+000°)
2.31739464996818e+002	(-4.40235058177054e-002dB,-2.98803953408983e+000°)
2.32273679635681e+002	(-4.40250770062194e-002dB,-2.99492770661062e+000°)
2.32809125766471e+002	(-4.40266554455852e-002dB,-3.00183175821718e+000°)
2.33345806228071e+002	(-4.40282411692265e-002dB,-3.00875172551590e+000°)
2.33883723865906e+002	(-4.40298342106565e-002dB,-3.01568764519790e+000°)
2.34422881531962e+002	(-4.40314346038128e-002dB,-3.02263955403854e+000°)
2.34963282084801e+002	(-4.40330423824327e-002dB,-3.02960748889814e+000°)
2.35504928389571e+002	(-4.40346575807067e-002dB,-3.03659148672203e+000°)
2.36047823318028e+002	(-4.40362802328703e-002dB,-3.04359158454062e+000°)
2.36591969748546e+002	(-4.40379103732499e-002dB,-3.05060781946969e+000°)
2.37137370566135e+002	(-4.40395480364223e-002dB,-3.05764022871077e+000°)
2.37684028662457e+002	(-4.40411932570784e-002dB,-3.06468884955089e+000°)
2.38231946935839e+002	(-4.40428460701265e-002dB,-3.07175371936331e+000°)
2.38781128291287e+002	(-4.40445065106075e-002dB,-3.07883487560719e+000°)
2.39331575640508e+002	(-4.40461746136788e-002dB,-3.08593235582827e+000°)
2.39883291901918e+002	(-4.40478504146782e-002dB,-3.09304619765874e+000°)
2.40436280000663e+002	(-4.40495339491479e-002dB,-3.10017643881765e+000°)
2.40990542868629e+002	(-4.40512252527814e-002dB,-3.10732311711089e+000°)
2.41546083444463e+002	(-4.40529243613894e-002dB,-3.11448627043159e+000°)
2.42102904673587e+002	(-4.40546313110321e-002dB,-3.12166593676022e+000°)
2.42661009508210e+002	(-4.40563461377907e-002dB,-3.12886215416477e+000°)
2.43220400907350e+002	(-4.40580688780985e-002dB,-3.13607496080119e+000°)
2.43781081836844e+002	(-4.40597995684372e-002dB,-3.14330439491312e+000°)
2.44343055269366e+002	(-4.40615382455232e-002dB,-3.15055049483257e+000°)
2.44906324184443e+002	(-4.40632849461396e-002dB,-3.15781329897984e+000°)
2.45470891568472e+002	(-4.40650397073413e-002dB,-3.16509284586380e+000°)
2.46036760414731e+002	(-4.40668025662779e-002dB,-3.17238917408224e+000°)
2.46603933723402e+002	(-4.40685735604347e-002dB,-3.17970232232178e+000°)
2.47172414501581e+002	(-4.40703527271756e-002dB,-3.18703232935823e+000°)
2.47742205763297e+002	(-4.40721401043251e-002dB,-3.19437923405694e+000°)
2.48313310529525e+002	(-4.40739357297011e-002dB,-3.20174307537278e+000°)
2.48885731828207e+002	(-4.40757396413665e-002dB,-3.20912389235043e+000°)
2.49459472694263e+002	(-4.40775518775812e-002dB,-3.21652172412460e+000°)
2.50034536169611e+002	(-4.40793724767311e-002dB,-3.22393660992021e+000°)
2.50610925303179e+002	(-4.40812014773979e-002dB,-3.23136858905261e+000°)
2.51188643150926e+002	(-4.40830389183602e-002dB,-3.23881770092789e+000°)
2.51767692775853e+002	(-4.40848848385351e-002dB,-3.24628398504283e+000°)
2.52348077248025e+002	(-4.40867392770493e-002dB,-3.25376748098543e+000°)
2.52929799644582e+002	(-4.40886022731894e-002dB,-3.26126822843483e+000°)
2.53512863049758e+002	(-4.40904738664960e-002dB,-3.26878626716175e+000°)
2.54097270554898e+002	(-4.40923540965524e-002dB,-3.27632163702857e+000°)
2.54683025258471e+002	(-4.40942430032783e-002dB,-3.28387437798954e+000°)
2.55270130266092e+002	(-4.40961406266554e-002dB,-3.29144453009110e+000°)
2.55858588690531e+002	(-4.40980470068963e-002dB,-3.29903213347195e+000°)
2.56448403651738e+002	(-4.40999621844201e-002dB,-3.30663722836338e+000°)
2.57039578276853e+002	(-4.41018861997950e-002dB,-3.31425985508943e+000°)
2.57632115700224e+002	(-4.41038190938338e-002dB,-3.32190005406707e+000°)
2.58226019063426e+002	(-4.41057609074150e-002dB,-3.32955786580654e+000°)
2.58821291515276e+002	(-4.41077116818322e-002dB,-3.33723333091131e+000°)
2.59417936211848e+002	(-4.41096714582880e-002dB,-3.34492649007866e+000°)
2.60015956316493e+002	(-4.41116402783773e-002dB,-3.35263738409959e+000°)
2.60615354999856e+002	(-4.41136181837855e-002dB,-3.36036605385926e+000°)
2.61216135439887e+002	(-4.41156052164868e-002dB,-3.36811254033686e+000°)
2.61818300821864e+002	(-4.41176014185398e-002dB,-3.37587688460632e+000°)
2.62421854338410e+002	(-4.41196068322552e-002dB,-3.38365912783610e+000°)
2.63026799189504e+002	(-4.41216215001346e-002dB,-3.39145931128968e+000°)
2.63633138582504e+002	(-4.41236454648648e-002dB,-3.39927747632557e+000°)
2.64240875732160e+002	(-4.41256787693626e-002dB,-3.40711366439779e+000°)
2.64850013860636e+002	(-4.41277214566716e-002dB,-3.41496791705577e+000°)
2.65460556197519e+002	(-4.41297735701379e-002dB,-3.42284027594478e+000°)
2.66072505979846e+002	(-4.41318351531592e-002dB,-3.43073078280624e+000°)
2.66685866452113e+002	(-4.41339062495015e-002dB,-3.43863947947767e+000°)
2.67300640866296e+002	(-4.41359869030257e-002dB,-3.44656640789302e+000°)
2.67916832481868e+002	(-4.41380771578460e-002dB,-3.45451161008307e+000°)
2.68534444565816e+002	(-4.41401770581666e-002dB,-3.46247512817543e+000°)
2.69153480392656e+002	(-4.41422866486058e-002dB,-3.47045700439470e+000°)
2.69773943244457e+002	(-4.41444059737674e-002dB,-3.47845728106315e+000°)
2.70395836410849e+002	(-4.41465350786362e-002dB,-3.48647600060034e+000°)
2.71019163189049e+002	(-4.41486740082871e-002dB,-3.49451320552375e+000°)
2.71643926883873e+002	(-4.41508228080306e-002dB,-3.50256893844895e+000°)
2.72270130807755e+002	(-4.41529815234634e-002dB,-3.51064324208958e+000°)
2.72897778280768e+002	(-4.41551502002685e-002dB,-3.51873615925790e+000°)
2.73526872630635e+002	(-4.41573288844137e-002dB,-3.52684773286494e+000°)
2.74157417192752e+002	(-4.41595176220698e-002dB,-3.53497800592050e+000°)
2.74789415310204e+002	(-4.41617164596167e-002dB,-3.54312702153366e+000°)
2.75422870333780e+002	(-4.41639254436653e-002dB,-3.55129482291280e+000°)
2.76057785621998e+002	(-4.41661446209825e-002dB,-3.55948145336605e+000°)
2.76694164541115e+002	(-4.41683740386057e-002dB,-3.56768695630125e+000°)
2.77332010465148e+002	(-4.41706137437578e-002dB,-3.57591137522647e+000°)
2.77971326775892e+002	(-4.41728637839462e-002dB,-3.58415475374995e+000°)
2.78612116862940e+002	(-4.41751242068195e-002dB,-3.59241713558058e+000°)
2.79254384123697e+002	(-4.41773950602924e-002dB,-3.60069856452797e+000°)
2.79898131963399e+002	(-4.41796763924275e-002dB,-3.60899908450273e+000°)
2.80543363795134e+002	(-4.41819682516478e-002dB,-3.61731873951681e+000°)
2.81190083039857e+002	(-4.41842706864411e-002dB,-3.62565757368350e+000°)
2.81838293126408e+002	(-4.41865837456148e-002dB,-3.63401563121787e+000°)
2.82487997491533e+002	(-4.41889074782112e-002dB,-3.64239295643691e+000°)
2.83139199579900e+002	(-4.41912419334263e-002dB,-3.65078959375989e+000°)
2.83791902844118e+002	(-4.41935871607140e-002dB,-3.65920558770833e+000°)
2.84446110744754e+002	(-4.41959432098324e-002dB,-3.66764098290652e+000°)
2.85101826750353e+002	(-4.41983101306464e-002dB,-3.67609582408156e+000°)
2.85759054337457e+002	(-4.42006879732876e-002dB,-3.68457015606374e+000°)
2.86417796990620e+002	(-4.42030767881795e-002dB,-3.69306402378664e+000°)
2.87078058202431e+002	(-4.42054766259771e-002dB,-3.70157747228758e+000°)
2.87739841473529e+002	(-4.42078875374279e-002dB,-3.71011054670753e+000°)
2.88403150312622e+002	(-4.42103095736892e-002dB,-3.71866329229172e+000°)
2.89067988236509e+002	(-4.42127427860232e-002dB,-3.72723575438961e+000°)
2.89734358770094e+002	(-4.42151872260519e-002dB,-3.73582797845519e+000°)
2.90402265446406e+002	(-4.42176429455145e-002dB,-3.74444001004728e+000°)
2.91071711806622e+002	(-4.42201099964576e-002dB,-3.75307189482978e+000°)
2.91742701400078e+002	(-4.42225884311315e-002dB,-3.76172367857185e+000°)
2.92415237784295e+002	(-4.42250783020861e-002dB,-3.77039540714818e+000°)
2.93089324524993e+002	(-4.42275796620508e-002dB,-3.77908712653920e+000°)
2.93764965196114e+002	(-4.42300925640533e-002dB,-3.78779888283141e+000°)
2.94442163379837e+002	(-4.42326170612516e-002dB,-3.79653072221757e+000°)
2.95120922666599e+002	(-4.42351532072235e-002dB,-3.80528269099687e+000°)
2.95801246655115e+002	(-4.42377010556408e-002dB,-3.81405483557535e+000°)
2.96483138952395e+002	(-4.42402606605873e-002dB,-3.82284720246592e+000°)
2.97166603173763e+002	(-4.42428320761276e-002dB,-3.83165983828889e+000°)
2.97851642942879e+002	(-4.42454153568810e-002dB,-3.84049278977194e+000°)
2.98538261891756e+002	(-4.42480105574743e-002dB,-3.84934610375063e+000°)
2.99226463660779e+002	(-4.42506177329980e-002dB,-3.85821982716827e+000°)
2.99916251898725e+002	(-4.42532369386038e-002dB,-3.86711400707668e+000°)
3.00607630262783e+002	(-4.42558682297901e-002dB,-3.87602869063594e+000°)
3.01300602418572e+002	(-4.42585116623565e-002dB,-3.88496392511499e+000°)
3.01995172040161e+002	(-4.42611672922457e-002dB,-3.89391975789178e+000°)
3.02691342810090e+002	(-4.42638351757836e-002dB,-3.90289623645336e+000°)
3.03389118419386e+002	(-4.42665153694357e-002dB,-3.91189340839645e+000°)
3.04088502567587e+002	(-4.42692079300010e-002dB,-3.92091132142737e+000°)
3.04789498962757e+002	(-4.42719129145530e-002dB,-3.92995002336251e+000°)
3.05492111321510e+002	(-4.42746303803079e-002dB,-3.93900956212853e+000°)
3.06196343369027e+002	(-4.42773603849636e-002dB,-3.94808998576249e+000°)
3.06902198839075e+002	(-4.42801029862811e-002dB,-3.95719134241229e+000°)
3.07609681474030e+002	(-4.42828582423270e-002dB,-3.96631368033689e+000°)
3.08318795024894e+002	(-4.42856262115721e-002dB,-3.97545704790637e+000°)
3.09029543251318e+002	(-4.42884069525727e-002dB,-3.98462149360257e+000°)
3.09741929921616e+002	(-4.42912005242727e-002dB,-3.99380706601886e+000°)
3.10455958812794e+002	(-4.42940069858433e-002dB,-4.00301381386075e+000°)
3.11171633710560e+002	(-4.42968263966979e-002dB,-4.01224178594617e+000°)
3.11888958409352e+002	(-4.42996588166863e-002dB,-4.02149103120546e+000°)
3.12607936712353e+002	(-4.43025043057185e-002dB,-4.03076159868181e+000°)
3.13328572431516e+002	(-4.43053629240574e-002dB,-4.04005353753160e+000°)
3.14050869387579e+002	(-4.43082347323053e-002dB,-4.04936689702434e+000°)
3.14774831410089e+002	(-4.43111197912819e-002dB,-4.05870172654341e+000°)
3.15500462337420e+002	(-4.43140181621451e-002dB,-4.06805807558580e+000°)
3.16227766016795e+002	(-4.43169299061752e-002dB,-4.07743599376281e+000°)
3.16956746304306e+002	(-4.43198550852060e-002dB,-4.08683553079998e+000°)
3.17687407064934e+002	(-4.43227937611114e-002dB,-4.09625673653764e+000°)
3.18419752172569e+002	(-4.43257459961799e-002dB,-4.10569966093098e+000°)
3.19153785510033e+002	(-4.43287118528789e-002dB,-4.11516435405042e+000°)
3.19889510969097e+002	(-4.43316913941244e-002dB,-4.12465086608168e+000°)
3.20626932450503e+002	(-4.43346846830073e-002dB,-4.13415924732640e+000°)
3.21366053863988e+002	(-4.43376917829228e-002dB,-4.14368954820206e+000°)
3.22106879128300e+002	(-4.43407127575726e-002dB,-4.15324181924248e+000°)
3.22849412171220e+002	(-4.43437476709503e-002dB,-4.16281611109792e+000°)
3.23593656929584e+002	(-4.43467965873443e-002dB,-4.17241247453551e+000°)
3.24339617349305e+002	(-4.43498595713117e-002dB,-4.18203096043928e+000°)
3.25087297385390e+002	(-4.43529366877682e-002dB,-4.19167161981083e+000°)
3.25836701001965e+002	(-4.43560280019489e-002dB,-4.20133450376921e+000°)
3.26587832172292e+002	(-4.43591335791692e-002dB,-4.21101966355129e+000°)
3.27340694878794e+002	(-4.43622534853961e-002dB,-4.22072715051219e+000°)
3.28095293113074e+002	(-4.43653877866066e-002dB,-4.23045701612536e+000°)
3.28851630875938e+002	(-4.43685365492447e-002dB,-4.24020931198301e+000°)
3.29609712177413e+002	(-4.43716998399062e-002dB,-4.24998408979632e+000°)
3.30369541036770e+002	(-4.43748777257286e-002dB,-4.25978140139560e+000°)
3.31131121482546e+002	(-4.43780702739882e-002dB,-4.26960129873079e+000°)
3.31894457552565e+002	(-4.43812775522234e-002dB,-4.27944383387147e+000°)
3.32659553293959e+002	(-4.43844996284815e-002dB,-4.28930905900743e+000°)
3.33426412763190e+002	(-4.43877365709377e-002dB,-4.29919702644873e+000°)
3.34195040026069e+002	(-4.43909884481738e-002dB,-4.30910778862614e+000°)
3.34965439157782e+002	(-4.43942553290499e-002dB,-4.31904139809105e+000°)
3.35737614242909e+002	(-4.43975372828052e-002dB,-4.32899790751633e+000°)
3.36511569375445e+002	(-4.44008343789388e-002dB,-4.33897736969626e+000°)
3.37287308658823e+002	(-4.44041466872332e-002dB,-4.34897983754667e+000°)
3.38064836205936e+002	(-4.44074742779256e-002dB,-4.35900536410552e+000°)
3.38844156139156e+002	(-4.44108172214829e-002dB,-4.36905400253312e+000°)
3.39625272590362e+002	(-4.44141755886235e-002dB,-4.37912580611226e+000°)
3.40408189700954e+002	(-4.44175494505466e-002dB,-4.38922082824870e+000°)
3.41192911621882e+002	(-4.44209388787405e-002dB,-4.39933912247114e+000°)
3.41979442513662e+002	(-4.44243439449002e-002dB,-4.40948074243194e+000°)
3.42767786546404e+002	(-4.44277647212645e-002dB,-4.41964574190705e+000°)
3.43557947899828e+002	(-4.44312012801549e-002dB,-4.42983417479645e+000°)
3.44349930763291e+002	(-4.44346536944552e-002dB,-4.44004609512443e+000°)
3.45143739335809e+002	(-4.44381220372212e-002dB,-4.45028155703975e+000°)
3.45939377826075e+002	(-4.44416063819418e-002dB,-4.46054061481616e+000°)
3.46736850452484e+002	(-4.44451068024418e-002dB,-4.47082332285248e+000°)
3.47536161443158e+002	(-4.44486233727621e-002dB,-4.48112973567296e+000°)
3.48337315035964e+002	(-4.44521561674771e-002dB,-4.49145990792756e+000°)
3.49140315478538e+002	(-4.44557052613871e-002dB,-4.50181389439242e+000°)
3.49945167028309e+002	(-4.44592707296021e-002dB,-4.51219174996981e+000°)
3.50751873952520e+002	(-4.44628526476661e-002dB,-4.52259352968851e+000°)
3.51560440528250e+002	(-4.44664510914446e-002dB,-4.53301928870443e+000°)
3.52370871042439e+002	(-4.44700661371181e-002dB,-4.54346908230061e+000°)
3.53183169791908e+002	(-4.44736978612966e-002dB,-4.55394296588737e+000°)
3.53997341083386e+002	(-4.44773463408659e-002dB,-4.56444099500306e+000°)
3.54813389233527e+002	(-4.44810116531101e-002dB,-4.57496322531389e+000°)
3.55631318568936e+002	(-4.44846938756172e-002dB,-4.58550971261453e+000°)
3.56451133426195e+002	(-4.44883930863620e-002dB,-4.59608051282834e+000°)
3.57272838151880e+002	(-4.44921093637246e-002dB,-4.60667568200750e+000°)
3.58096437102587e+002	(-4.44958427863638e-002dB,-4.61729527633361e+000°)
3.58921934644956e+002	(-4.44995934333871e-002dB,-4.62793935211767e+000°)
3.59749335155693e+002	(-4.45033613841846e-002dB,-4.63860796580058e+000°)
3.60578643021593e+002	(-4.45071467185786e-002dB,-4.64930117395347e+000°)
3.61409862639563e+002	(-4.45109495167129e-002dB,-4.66001903327772e+000°)
3.62242998416649e+002	(-4.45147698590994e-002dB,-4.67076160060569e+000°)
3.63078054770051e+002	(-4.45186078266490e-002dB,-4.68152893290053e+000°)
3.63915036127157e+002	(-4.45224635006478e-002dB,-4.69232108725703e+000°)
3.64753946925557e+002	(-4.45263369627341e-002dB,-4.70313812090149e+000°)
3.65594791613074e+002	(-4.45302282949611e-002dB,-4.71398009119208e+000°)
3.66437574647783e+002	(-4.45341375796819e-002dB,-4.72484705561939e+000°)
3.67282300498034e+002	(-4.45380648997492e-002dB,-4.73573907180648e+000°)
3.68128973642480e+002	(-4.45420103382104e-002dB,-4.74665619750940e+000°)
3.68977598570099e+002	(-4.45459739787049e-002dB,-4.75759849061721e+000°)
3.69828179780215e+002	(-4.45499559051559e-002dB,-4.76856600915256e+000°)
3.70680721782525e+002	(-4.45539562018624e-002dB,-4.77955881127197e+000°)
3.71535229097121e+002	(-4.45579749534955e-002dB,-4.79057695526591e+000°)
3.72391706254517e+002	(-4.45620122452096e-002dB,-4.80162049955929e+000°)
3.73250157795669e+002	(-4.45660681624810e-002dB,-4.81268950271185e+000°)
3.74110588272001e+002	(-4.45701427911654e-002dB,-4.82378402341832e+000°)
3.74973002245431e+002	(-4.45742362175353e-002dB,-4.83490412050873e+000°)
3.75837404288392e+002	(-4.45783485282457e-002dB,-4.84604985294881e+000°)
3.76703798983856e+002	(-4.45824798104975e-002dB,-4.85722127984018e+000°)
3.77572190925363e+002	(-4.45866301516314e-002dB,-4.86841846042094e+000°)
3.78442584717041e+002	(-4.45907996395438e-002dB,-4.87964145406568e+000°)
3.79314984973629e+002	(-4.45949883626064e-002dB,-4.89089032028577e+000°)
3.80189396320508e+002	(-4.45991964093822e-002dB,-4.90216511872998e+000°)
3.81065823393720e+002	(-4.46034238690508e-002dB,-4.91346590918463e+000°)
3.81944270839993e+002	(-4.46076708310918e-002dB,-4.92479275157386e+000°)
3.82824743316769e+002	(-4.46119373854328e-002dB,-4.93614570595994e+000°)
3.83707245492225e+002	(-4.46162236224215e-002dB,-4.94752483254374e+000°)
3.84591782045300e+002	(-4.46205296327557e-002dB,-4.95893019166488e+000°)
3.85478357665718e+002	(-4.46248555076909e-002dB,-4.97036184380220e+000°)
3.86366977054015e+002	(-4.46292013387283e-002dB,-4.98181984957391e+000°)
3.87257644921563e+002	(-4.46335672179740e-002dB,-4.99330426973801e+000°)
3.88150365990594e+002	(-4.46379532377761e-002dB,-5.00481516519280e+000°)
3.89045144994226e+002	(-4.46423594909819e-002dB,-5.01635259697672e+000°)
3.89941986676489e+002	(-4.46467860709424e-002dB,-5.02791662626917e+000°)
3.90840895792347e+002	(-4.46512330713536e-002dB,-5.03950731439048e+000°)
3.91741877107728e+002	(-4.46557005863464e-002dB,-5.05112472280264e+000°)
3.92644935399545e+002	(-4.46601887105386e-002dB,-5.06276891310900e+000°)
3.93550075455722e+002	(-4.46646975389128e-002dB,-5.07443994705541e+000°)
3.94457302075223e+002	(-4.46692271669305e-002dB,-5.08613788652960e+000°)
3.95366620068073e+002	(-4.46737776904833e-002dB,-5.09786279356245e+000°)
3.96278034255384e+002	(-4.46783492059177e-002dB,-5.10961473032771e+000°)
3.97191549469385e+002	(-4.46829418100107e-002dB,-5.12139375914257e+000°)
3.98107170553441e+002	(-4.46875556000322e-002dB,-5.13319994246771e+000°)
3.99024902362086e+002	(-4.46921906735405e-002dB,-5.14503334290818e+000°)
3.99944749761041e+002	(-4.46968471287550e-002dB,-5.15689402321305e+000°)
4.00866717627247e+002	(-4.47015250642438e-002dB,-5.16878204627640e+000°)
4.01790810848884e+002	(-4.47062245789657e-002dB,-5.18069747513722e+000°)
4.02717034325402e+002	(-4.47109457725363e-002dB,-5.19264037297976e+000°)
4.03645392967548e+002	(-4.47156887447497e-002dB,-5.20461080313419e+000°)
4.04575891697386e+002	(-4.47204535960851e-002dB,-5.21660882907663e+000°)
4.05508535448327e+002	(-4.47252404274035e-002dB,-5.22863451442951e+000°)
4.06443329165156e+002	(-4.47300493400030e-002dB,-5.24068792296209e+000°)
4.07380277804055e+002	(-4.47348804357583e-002dB,-5.25276911859064e+000°)
4.08319386332635e+002	(-4.47397338168406e-002dB,-5.26487816537872e+000°)
4.09260659729953e+002	(-4.47446095860376e-002dB,-5.27701512753782e+000°)
4.10204102986549e+002	(-4.47495078465535e-002dB,-5.28918006942739e+000°)
4.11149721104464e+002	(-4.47544287020582e-002dB,-5.30137305555540e+000°)
4.12097519097272e+002	(-4.47593722566840e-002dB,-5.31359415057838e+000°)
